load_1,load_2,load_3,load_4
0.571113258,0.490255977,0.549203583,0.471804923
0.535643392,0.461891713,0.514140619,0.449949591
0.510547336,0.448452483,0.489446433,0.438835493
0.490483709,0.444683801,0.471418766,0.43711075
0.480427168,0.439537953,0.464427931,0.442728695
0.471940625,0.453587219,0.458334609,0.456768205
0.48219007,0.506839806,0.468050433,0.487768232
0.526273879,0.5662078,0.508812022,0.530816265
0.590051388,0.627966701,0.569622519,0.574275346
0.658193037,0.685800709,0.629715885,0.607353547
0.727003474,0.73267665,0.688671409,0.625504507
0.783038427,0.770789752,0.737165392,0.63427778
0.825506757,0.794174012,0.777416914,0.64018457
0.846849981,0.804647107,0.801669609,0.638208178
0.862768202,0.807083634,0.813490779,0.63643029
0.86566596,0.80078762,0.817081246,0.638778044
0.878539877,0.78153785,0.818596855,0.643443002
0.874551383,0.744321205,0.800022497,0.642148994
0.858437581,0.725896645,0.77542411,0.652715379
0.834680288,0.712652305,0.757288959,0.655229005
0.812497021,0.671822337,0.742514921,0.631340078
0.775596139,0.618569542,0.698416346,0.587807226
0.709006189,0.561874593,0.636662722,0.541266049
0.644454638,0.519271656,0.578576538,0.496447378
0.59042273,0.485301942,0.532077254,0.470194505
0.551559849,0.470920944,0.501597931,0.457490797
0.528959515,0.463996417,0.484164318,0.454200161
0.518401048,0.479656995,0.478171462,0.466881276
0.517032934,0.5060262,0.491291468,0.498211213
0.537773681,0.547836544,0.514850817,0.535882965
0.574073211,0.593282134,0.546736954,0.571286983
0.629925097,0.643440932,0.58601282,0.60789639
0.686204745,0.694275422,0.626664784,0.650268763
0.746916434,0.740150502,0.675922806,0.689618475
0.811266923,0.787371728,0.72516026,0.710581681
0.867869118,0.824800047,0.771828558,0.73080059
0.904250801,0.856201521,0.817941615,0.754414096
0.928973511,0.872172298,0.84763077,0.768208536
0.939700294,0.886342158,0.871309947,0.769287816
0.942522306,0.891175477,0.892401001,0.768574639
0.952233303,0.887571588,0.901514476,0.764471398
0.950893172,0.86663169,0.898552945,0.759007861
0.922399867,0.820902142,0.87101818,0.747778294
0.874965724,0.782111001,0.826057936,0.725906787
0.850243161,0.728411102,0.796934347,0.687010712
0.810745988,0.653668949,0.747483384,0.631629915
0.742886127,0.585293409,0.678259398,0.575132679
0.670506839,0.538971561,0.614461303,0.531240741
0.613902536,0.505083787,0.568535557,0.501446824
0.580602276,0.483169706,0.53707677,0.482959998
0.555310688,0.470954734,0.515791563,0.476637067
0.538610653,0.477097669,0.507072162,0.486572438
0.538387644,0.494496839,0.515928335,0.514701077
0.552345332,0.523754867,0.537720895,0.55212722
0.58261201,0.557774395,0.564859872,0.591885507
0.619281308,0.589649749,0.605358138,0.636973912
0.656757609,0.616597743,0.645260526,0.67981631
0.692995727,0.638922416,0.686426278,0.718613267
0.735000248,0.657352444,0.725605346,0.748836901
0.770039945,0.678552932,0.762746493,0.775375066
0.801547214,0.696555567,0.798548548,0.793240023
0.823924422,0.708546484,0.829544212,0.796702697
0.838090131,0.722518772,0.846547229,0.806182498
0.85462179,0.733094761,0.867155173,0.815384277
0.866636059,0.7337069,0.87634968,0.81716027
0.86539909,0.714245804,0.867563445,0.803894906
0.835015891,0.669711272,0.83150703,0.777944098
0.781460545,0.637422674,0.776879518,0.744314045
0.750544648,0.59431748,0.743925461,0.701540903
0.710158443,0.533591386,0.686882485,0.638823537
0.638358731,0.476762043,0.611874081,0.578290578
0.571920071,0.441486801,0.548238861,0.52992279
0.524979954,0.418303622,0.503937853,0.498147475
0.495127105,0.40612004,0.47354306,0.477526817
0.479884012,0.402752071,0.453518447,0.467255344
0.472851104,0.41463467,0.446347369,0.475902755
0.477619862,0.439272376,0.457024899,0.500723833
0.49190759,0.472294881,0.476438574,0.533941928
0.52120358,0.509455149,0.504736594,0.566696965
0.568946701,0.547404171,0.542448197,0.607139121
0.612014255,0.58136534,0.581485288,0.649672952
0.658004826,0.611121644,0.621737537,0.692468274
0.7069092,0.642935824,0.662884337,0.726015481
0.75105807,0.674520416,0.70688761,0.761924018
0.795660365,0.710664019,0.752294729,0.794766102
0.827443529,0.73914662,0.792087507,0.82086346
0.856078903,0.767502598,0.827813,0.842887132
0.887267222,0.790729907,0.864003736,0.861479113
0.911998126,0.799044203,0.885323565,0.864294562
0.930751519,0.780753004,0.886520575,0.843234875
0.904759954,0.726093225,0.85071505,0.799814646
0.843106083,0.682923754,0.78835973,0.751607948
0.801036858,0.631955683,0.748812051,0.698970455
0.757240479,0.564341865,0.689120695,0.626307804
0.682557597,0.504078618,0.615681543,0.552354972
0.60667761,0.463757236,0.54951284,0.498805285
0.555581066,0.436392853,0.504509012,0.461350208
0.518086893,0.421572268,0.474692574,0.435417209
0.497309609,0.416179649,0.455978194,0.421010536
0.488422304,0.429019605,0.449076987,0.425615559
0.498624288,0.451701268,0.461730928,0.449356083
0.512656139,0.487493594,0.483874217,0.484757957
0.542363442,0.53190646,0.5119789,0.532090702
0.592640231,0.579959604,0.55501762,0.593329017
0.641909076,0.632326767,0.603710125,0.65285227
0.709135037,0.681728873,0.661489026,0.710778615
0.779170601,0.737132676,0.724299824,0.761087048
0.841681882,0.787033222,0.78566448,0.812494558
0.895529808,0.830877797,0.845180411,0.856401031
0.938065491,0.866631563,0.891354002,0.884865244
0.960844057,0.891943766,0.923448918,0.907753746
0.972144081,0.906701055,0.95444088,0.922170971
0.987576721,0.90579197,0.970899402,0.923671445
0.993640897,0.885988127,0.966314654,0.898045724
0.965927276,0.832566788,0.934504044,0.848053425
0.909390927,0.78596229,0.876917367,0.789947442
0.882042776,0.732784233,0.841974379,0.731840617
0.834472963,0.659545396,0.779045068,0.652605842
0.763074328,0.590626547,0.704613106,0.57794528
0.68949964,0.542528697,0.634321417,0.519928361
0.636117193,0.507222363,0.582967391,0.477469735
0.602014484,0.485241708,0.546141467,0.450580732
0.569934054,0.474360024,0.524506155,0.4355403
0.559562642,0.48230992,0.51162044,0.439772913
0.555923248,0.500267588,0.517982147,0.45930533
0.571042366,0.536010585,0.535439183,0.494252804
0.588429877,0.590350997,0.561034229,0.543276443
0.65222862,0.658818179,0.607680747,0.60797214
